0 "General Store" {
<id:6861, amount:2126432612, price:3, currency:donator>
<id:6862, amount:2126432612, price:3, currency:donator>
<id:6863, amount:2126432612, price:3, currency:donator>
}

24 "William's Cape Shop" {
<id:4315, amount:2126432612, price:2k, currency:coins>
<id:4317, amount:2126432612, price:2k, currency:coins>
<id:4319, amount:2126432612, price:2k, currency:coins>
<id:4321, amount:2126432612, price:2k, currency:coins>
<id:4323, amount:2126432612, price:2k, currency:coins>
<id:4325, amount:2126432612, price:2k, currency:coins>
<id:4327, amount:2126432612, price:2k, currency:coins>
<id:4329, amount:2126432612, price:2k, currency:coins>
<id:4331, amount:2126432612, price:2k, currency:coins>
<id:4333, amount:2126432612, price:2k, currency:coins>
<id:4335, amount:2126432612, price:2k, currency:coins>
<id:4337, amount:2126432612, price:2k, currency:coins>
<id:4339, amount:2126432612, price:2k, currency:coins>
<id:4341, amount:2126432612, price:2k, currency:coins>
<id:4343, amount:2126432612, price:2k, currency:coins>
<id:4345, amount:2126432612, price:2k, currency:coins>
<id:4347, amount:2126432612, price:2k, currency:coins>
<id:4349, amount:2126432612, price:2k, currency:coins>
<id:4351, amount:2126432612, price:2k, currency:coins>
<id:4353, amount:2126432612, price:2k, currency:coins>
<id:4355, amount:2126432612, price:2k, currency:coins>
<id:4357, amount:2126432612, price:2k, currency:coins>
<id:4359, amount:2126432612, price:2k, currency:coins>
<id:4361, amount:2126432612, price:2k, currency:coins>
<id:4363, amount:2126432612, price:2k, currency:coins>
<id:4365, amount:2126432612, price:2k, currency:coins>
<id:4367, amount:2126432612, price:2k, currency:coins>
<id:4369, amount:2126432612, price:2k, currency:coins>
<id:4371, amount:2126432612, price:2k, currency:coins>
<id:4373, amount:2126432612, price:2k, currency:coins>
}

25 "William's Cape Shop 2" {
<id:4375, amount:2126432612, price:2k, currency:coins>
<id:4377, amount:2126432612, price:2k, currency:coins>
<id:4379, amount:2126432612, price:2k, currency:coins>
<id:4381, amount:2126432612, price:2k, currency:coins>
<id:4383, amount:2126432612, price:2k, currency:coins>
<id:4385, amount:2126432612, price:2k, currency:coins>
<id:4387, amount:2126432612, price:2k, currency:coins>
<id:4389, amount:2126432612, price:2k, currency:coins>
<id:4391, amount:2126432612, price:2k, currency:coins>
<id:4393, amount:2126432612, price:2k, currency:coins>
<id:4395, amount:2126432612, price:2k, currency:coins>
<id:4397, amount:2126432612, price:2k, currency:coins>
<id:4399, amount:2126432612, price:2k, currency:coins>
<id:4401, amount:2126432612, price:2k, currency:coins>
<id:4403, amount:2126432612, price:2k, currency:coins>
<id:4405, amount:2126432612, price:2k, currency:coins>
<id:4407, amount:2126432612, price:2k, currency:coins>
<id:4409, amount:2126432612, price:2k, currency:coins>
<id:4411, amount:2126432612, price:2k, currency:coins>
<id:4413, amount:2126432612, price:2k, currency:coins>
}

26 "Skilling Shop" {
<id:13661, amount:2126432612, price:750, currency:skilling>
<id:7409, amount:2126432612, price:1250, currency:skilling>
<id:6199, amount:2126432612, price:500, currency:skilling>
<id:14936, amount:2126432612, price:500, currency:skilling>
<id:14938, amount:2126432612, price:500, currency:skilling>
<id:10941, amount:2126432612, price:150, currency:skilling>
<id:10939, amount:2126432612, price:150, currency:skilling>
<id:10940, amount:2126432612, price:150, currency:skilling>
<id:10933, amount:2126432612, price:150, currency:skilling>
<id:15039, amount:2126432612, price:125, currency:skilling>
<id:15040, amount:2126432612, price:125, currency:skilling>
<id:15041, amount:2126432612, price:125, currency:skilling>
<id:15042, amount:2126432612, price:125, currency:skilling>
<id:15043, amount:2126432612, price:125, currency:skilling>
<id:15044, amount:2126432612, price:125, currency:skilling>
}

27 "Prestige Shop" {
<id:18702, amount:2126432612, price:0, currency:prestige>
<id:18937, amount:2126432612, price:5, currency:prestige>
<id:18938, amount:2126432612, price:5, currency:prestige>
<id:18939, amount:2126432612, price:5, currency:prestige>
<id:18940, amount:2126432612, price:5, currency:prestige>
<id:18941, amount:2126432612, price:5, currency:prestige>
<id:18942, amount:2126432612, price:5, currency:prestige>
<id:18943, amount:2126432612, price:5, currency:prestige>
<id:18944, amount:2126432612, price:5, currency:prestige>
<id:18945, amount:2126432612, price:5, currency:prestige>
<id:18946, amount:2126432612, price:5, currency:prestige>
<id:18947, amount:2126432612, price:5, currency:prestige>
<id:18948, amount:2126432612, price:5, currency:prestige>
}

28 "Summoning Shop" {
<id:12155, amount:2126432612, price:1000, currency:coins>
<id:18016, amount:2126432612, price:1, currency:coins>
<id:6291, amount:5000, price:1500, currency:coins>
<id:3363, amount:5000, price:1500, currency:coins>
<id:6319, amount:5000, price:1500, currency:coins>
<id:1783, amount:5000, price:1500, currency:coins>
<id:3095, amount:5000, price:1500, currency:coins>
<id:3138, amount:5000, price:1500, currency:coins>
<id:3325, amount:5000, price:1500, currency:coins>
<id:12156, amount:5000, price:1500, currency:coins>
<id:6010, amount:5000, price:1500, currency:coins>
<id:12134, amount:5000, price:1500, currency:coins>
<id:9736, amount:5000, price:1500, currency:coins>
<id:6287, amount:5000, price:1500, currency:coins>
<id:8431, amount:5000, price:1500, currency:coins>
<id:2150, amount:5000, price:1500, currency:coins>
<id:7939, amount:5000, price:1500, currency:coins>
<id:1963, amount:5000, price:1500, currency:coins>
<id:4623, amount:5000, price:1500, currency:coins>
<id:6979, amount:5000, price:1500, currency:coins>
<id:5933, amount:5000, price:1500, currency:coins>
}

29 "Donator Summoning Shop" {
<id:12155, amount:2126432612, price:1000, currency:coins>
<id:18016, amount:2126432612, price:1, currency:coins>
<id:6291, amount:5000, price:1500, currency:coins>
<id:3363, amount:5000, price:1500, currency:coins>
<id:6319, amount:5000, price:1500, currency:coins>
<id:1783, amount:5000, price:1500, currency:coins>
<id:3095, amount:5000, price:1500, currency:coins>
<id:3138, amount:5000, price:1500, currency:coins>
<id:3325, amount:5000, price:1500, currency:coins>
<id:12156, amount:5000, price:1500, currency:coins>
<id:6010, amount:5000, price:1500, currency:coins>
<id:12134, amount:5000, price:1500, currency:coins>
<id:9736, amount:5000, price:1500, currency:coins>
<id:6287, amount:5000, price:1500, currency:coins>
<id:8431, amount:5000, price:1500, currency:coins>
<id:2150, amount:5000, price:1500, currency:coins>
<id:7939, amount:5000, price:1500, currency:coins>
<id:1963, amount:5000, price:1500, currency:coins>
<id:4623, amount:5000, price:1500, currency:coins>
<id:6979, amount:5000, price:1500, currency:coins>
<id:5933, amount:5000, price:1500, currency:coins>
<id:571, amount:5000, price:1500, currency:coins>
<id:6155, amount:5000, price:1500, currency:coins>
<id:10149, amount:5000, price:1500, currency:coins>
<id:237, amount:5000, price:1500, currency:coins>
<id:10818, amount:5000, price:1500, currency:coins>
}

30 "Dungeoneering Reward Shop" {
<id:18349, amount:2126432612, price:5000, currency:dungeoneering>
<id:18351, amount:2126432612, price:5000, currency:dungeoneering>
<id:18353, amount:2126432612, price:5000, currency:dungeoneering>
<id:18355, amount:2126432612, price:5000, currency:dungeoneering>
<id:18357, amount:2126432612, price:5000, currency:dungeoneering>
<id:18359, amount:2126432612, price:5000, currency:dungeoneering>
<id:18333, amount:2126432612, price:1000, currency:dungeoneering>
<id:18334, amount:2126432612, price:1000, currency:dungeoneering>
<id:18335, amount:2126432612, price:1500, currency:dungeoneering>
}

31 "Dungeoneering Supply Shop" {
<id:1275, amount:2126432612, price:150, currency:coins>
<id:1359, amount:2126432612, price:75, currency:coins>
<id:301, amount:2126432612, price:50, currency:coins>
<id:946, amount:2126432612, price:50, currency:coins>
<id:2347, amount:2126432612, price:25, currency:coins>
<id:1777, amount:2126432612, price:15, currency:coins>
<id:1517, amount:2126432612, price:25, currency:coins>
<id:1513, amount:2126432612, price:35, currency:coins>
<id:2349, amount:2126432612, price:1, currency:coins>
<id:2351, amount:2126432612, price:2, currency:coins>
<id:2353, amount:2126432612, price:3, currency:coins>
<id:2359, amount:2126432612, price:4, currency:coins>
<id:2361, amount:2126432612, price:5, currency:coins>
<id:2363, amount:2126432612, price:6, currency:coins>
<id:1436, amount:2126432612, price:1, currency:coins>
<id:12047, amount:2126432612, price:10, currency:coins>
<id:12009, amount:2126432612, price:20, currency:coins>
<id:12065, amount:2126432612, price:30, currency:coins>
<id:12071, amount:2126432612, price:40, currency:coins>
<id:12075, amount:2126432612, price:50, currency:coins>
<id:12810, amount:2126432612, price:60, currency:coins>
<id:12031, amount:2126432612, price:70, currency:coins>
<id:12794, amount:2126432612, price:80, currency:coins>
<id:12025, amount:2126432612, price:90, currency:coins>
<id:12796, amount:2126432612, price:100, currency:coins>
<id:12790, amount:2126432612, price:150, currency:coins>
}

32 "Tokkul Shop" {
<id:6573, amount:2126432612, price:15000, currency:tokkuls>
<id:6568, amount:2126432612, price:1000, currency:tokkuls>
<id:6527, amount:2126432612, price:1100, currency:tokkuls>
<id:6528, amount:2126432612, price:2000, currency:tokkuls>
<id:6522, amount:2126432612, price:50, currency:tokkuls>
<id:6523, amount:2126432612, price:750, currency:tokkuls>
<id:6524, amount:2126432612, price:1500, currency:tokkuls>
<id:6525, amount:2126432612, price:500, currency:tokkuls>
<id:6526, amount:2126432612, price:800, currency:tokkuls>
<id:10548, amount:2126432612, price:2200, currency:tokkuls>
<id:10551, amount:2126432612, price:3000, currency:tokkuls>
<id:8850, amount:2126432612, price:2500, currency:tokkuls>
<id:11128, amount:2126432612, price:3500, currency:tokkuls>
}

33 "Donation Shop 2" {
<id:6731, amount:2126432612, price:6, currency:donator>
<id:6733, amount:2126432612, price:6, currency:donator>
<id:6735, amount:2126432612, price:6, currency:donator>
<id:6737, amount:2126432612, price:6, currency:donator>
<id:13905, amount:2126432612, price:16, currency:donator>
<id:13899, amount:2126432612, price:16, currency:donator>
<id:13887, amount:2126432612, price:16, currency:donator>
<id:13893, amount:2126432612, price:16, currency:donator>
<id:13864, amount:2126432612, price:16, currency:donator>
<id:13858, amount:2126432612, price:16, currency:donator>
<id:13861, amount:2126432612, price:16, currency:donator>
<id:13896, amount:2126432612, price:16, currency:donator>
<id:13884, amount:2126432612, price:16, currency:donator>
<id:13890, amount:2126432612, price:16, currency:donator>
<id:13876, amount:2126432612, price:16, currency:donator>
<id:13870, amount:2126432612, price:16, currency:donator>
<id:13873, amount:2126432612, price:16, currency:donator>
}
